% Model:              Grotthus_multi_3.5a_w.mph
% Version:            COMSOL 5.2.0.220
% Date:               Jun 7 2016, 17:13
% Dimension:          2
% Nodes:              100
% Expressions:        4
% Description:        Dependent variable wO, Dependent variable wH2OCat, , Dependent variable p
% Length unit:        m
% x                       y                        wO (1)                   wH2OCat (1)              wN (1)                   p (1)
2.0E-4                    0.0018181818181818182    0.1445358438420398       0.36552174330944337      0.48994241284851686      111134.05250646005
2.0E-4                    0.0018383838383838383    0.14450134227123157      0.365588498603696        0.4899101591250724       111155.6891317823
2.0E-4                    0.0018585858585858587    0.14447005317186243      0.36564899237415277      0.4898809544539848       111174.26858128517
2.0E-4                    0.0018787878787878789    0.14444232318259229      0.36570257293489294      0.48985510388251474      111189.9877604657
2.0E-4                    0.001898989898989899     0.14441843325289433      0.36574871193210595      0.48983285481499966      111203.01403803953
2.0E-4                    0.0019191919191919192    0.14439860370607582      0.3657869950822786       0.4898144012116456       111213.4864105317
2.0E-4                    0.0019393939393939396    0.14438301015112323      0.365817091855326        0.4897998979935508       111221.51689286655
2.0E-4                    0.0019595959595959597    0.14437178571661846      0.3658387516009111       0.4897894626824704       111227.19098481053
2.0E-4                    0.00197979797979798      0.1443650131253415       0.36585181901468855      0.4897831678599699       111230.57280012826
2.0E-4                    0.002                    0.14436275034401094      0.3658561846474958       0.4897810650084933       111231.6953471526
